s,map,is_failed,is_success,iter,elapsed,f_err
0,20,0,0,200,4.88127,7.76453
0,19,0,0,200,4.84807,1.58801
0,18,0,0,200,4.78704,0.949885
0,17,0,1,75,1.74743,0.0885798
0,16,0,1,82,1.97774,0.089301
0,15,0,1,133,3.13271,0.0425253
0,14,0,1,149,3.42485,0.0700598
0,13,0,1,96,2.13766,0.0417009
0,12,0,1,65,1.44609,0.0844162
0,11,0,0,200,4.45448,0.870348
0,10,0,0,200,4.67713,2.19281
0,9,0,0,200,4.64069,1.85569
0,8,0,0,200,4.71824,0.37537
0,7,0,0,200,4.71494,1.49798
0,6,0,1,64,1.55674,0.0935603
0,5,0,1,56,1.45945,0.0727823
0,4,0,0,200,4.78936,2.32904
0,3,0,0,200,4.78219,0.554742
0,2,0,1,72,1.68339,0.0754088
0,1,0,0,200,4.65742,2.57867
0,0,0,1,54,1.31827,0.0972097
1,299,0,0,200,4.78259,0.298754
1,298,0,1,192,4.67965,0.0968537
1,297,0,0,200,4.91936,1.73984
1,296,0,0,200,4.66226,1.15795
1,295,0,0,200,4.7074,0.811275
1,294,0,0,200,4.8852,1.34179
1,293,0,0,200,4.83539,1.12911
1,292,0,0,200,4.73295,1.34526
1,291,0,0,200,4.66161,1.59097
1,290,0,0,200,4.76365,1.85061
1,289,0,0,200,4.77895,0.924091
1,288,0,1,82,2.05988,0.0535222
1,287,0,0,200,4.88084,2.37252
1,286,0,1,141,3.34697,0.0606578
1,285,0,0,200,4.85946,0.199333
1,284,0,0,200,4.895,0.234661
1,283,0,1,109,2.71679,0.0905474
1,282,0,0,200,4.76374,1.59467
1,281,0,1,73,1.76325,0.0759521
1,280,0,0,200,4.58355,2.15735
1,279,0,0,200,4.61321,0.569683
1,278,0,0,200,4.68447,0.190927
1,277,0,1,104,2.3783,0.0542425
1,276,0,0,200,4.52384,1.11231
1,275,0,0,200,4.4792,1.27532
1,274,0,0,200,4.54668,0.902576
1,273,0,0,200,4.4906,1.03371
1,272,0,1,113,2.52629,0.0462518
1,271,0,1,196,4.43655,0.0785741
1,270,0,0,200,4.45069,2.26751
1,269,0,0,200,4.50423,2.19027
1,268,0,0,200,4.48642,0.411962
1,267,0,0,200,4.48787,0.34295
1,266,0,1,65,1.43888,0.0940431
1,265,0,0,200,4.44171,1.88857
1,264,0,0,200,4.44943,1.53375
1,263,0,0,200,4.43206,2.51775
1,262,0,1,84,1.84239,0.0725113
1,261,0,0,200,4.45659,1.22026
1,260,0,0,200,4.40476,0.918863
1,259,0,1,157,3.51156,0.0758893
1,258,0,1,71,1.56006,0.0903274
1,257,0,0,200,4.44671,2.3341
1,256,0,0,200,4.43853,2.98076
1,255,0,1,100,2.19601,0.0917065
1,254,0,0,200,4.43285,2.69983
1,253,0,0,200,4.45203,0.96668
1,252,0,0,200,4.40845,0.393157
1,251,0,1,137,3.00268,0.0947377
1,250,0,0,200,4.53119,2.69381
1,249,0,1,86,1.99661,0.0875682
1,248,0,1,64,1.42921,0.0665062
1,247,0,0,200,4.43889,0.586278
1,246,0,1,115,2.56734,0.0699657
1,245,0,1,93,2.13189,0.0522909
1,244,0,0,200,4.44285,1.06624
1,243,0,0,200,4.44823,1.52504
1,242,0,0,200,4.40445,0.317684
1,241,0,1,130,2.9481,0.0983889
1,240,0,0,200,4.42145,1.29248
1,239,0,0,200,4.457,1.27614
1,238,0,1,160,3.61871,0.0863753
1,237,0,0,200,4.49533,1.47118
1,236,0,0,200,4.57724,1.93241
1,235,0,1,70,1.71077,0.0942526
1,234,0,0,200,4.60205,0.980333
1,233,0,0,200,4.68602,2.263
1,232,0,0,200,4.64505,2.95231
1,231,0,1,74,1.73162,0.0976464
1,230,0,0,200,4.58839,1.75172
1,229,0,0,200,4.33711,1.42954
1,228,0,0,200,4.63388,1.38084
1,227,0,0,200,4.78568,3.72397
1,226,0,0,200,4.59055,1.71241
1,225,0,1,102,2.44914,0.0906007
1,224,0,1,142,3.31927,0.0155027
1,223,0,0,200,4.69406,1.72574
1,222,0,1,138,3.1852,0.0633979
1,221,0,0,200,4.68111,0.932775
